food_id,name,default_label,default_complete,verified_fields,other_source_fields,missing_fields,available_estimate_ids,available_variant_ids
FC000379,"Beef sirloin, fried",Verified,False,7,0,cholesterol_mg_100g,,
FC000380,"Beef tongue, boiled",Verified,True,8,0,,,
FC000381,"Beef tripe, boiled",Verified,True,8,0,,,
FC000382,"Chicken, white meat, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000383,"Chicken, white meat, fried",Verified,True,8,0,,,
FC000384,"Pork belly, boiled",Verified,True,8,0,,,
FC000385,"Pork Boston butt, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000386,"Pork Boston butt, broiled",Verified,True,8,0,,,
FC000387,"Pork Boston butt, fried",Verified,False,7,0,cholesterol_mg_100g,,
FC000388,"Pork Boston butt, lean, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000389,"Pork Boston butt, lean, broiled",Verified,True,8,0,,,
FC000390,"Pork Boston butt, lean, fried",Verified,False,7,0,cholesterol_mg_100g,,
FC000391,"Pork kidney, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000392,"Pork liver, boiled",Verified,True,8,0,,,
FC000393,"Pork liver, broiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000394,"Pork liver, fried",Verified,False,7,0,cholesterol_mg_100g,,
FC000395,"Pork picnic, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000396,"Pork back, seasoned, roasted, skin and visible fat removed",Verified,True,8,0,,,
FC000397,Beef brisket,Verified,True,8,0,,,
FC000398,Beef chuck,Verified,True,8,0,,,
FC000399,Beef club steak,Verified,False,7,0,cholesterol_mg_100g,,
FC000400,Beef flank,Verified,True,8,0,,,
FC000401,Beef heart,Verified,True,8,0,,,
FC000402,Beef kidney,Verified,True,8,0,,,
FC000403,Beef plate,Verified,True,8,0,,,
FC000404,Beef porterhouse steak,Verified,False,7,0,cholesterol_mg_100g,,
FC000405,Beef rib roast,Verified,True,8,0,,,
FC000406,Beef round,Verified,True,8,0,,,
FC000407,Beef rump,Verified,False,7,0,cholesterol_mg_100g,,
FC000408,Beef shank,Verified,True,8,0,,,
FC000409,Beef short rib,Verified,True,8,0,,,
FC000410,Beef sirloin,Verified,True,8,0,,,
FC000411,Beef stomach,Verified,True,8,0,,,
FC000412,Beef tail,Verified,False,7,0,cholesterol_mg_100g,,
FC000413,Beef tenderloin,Verified,True,8,0,,,
FC000414,Beef tongue,Verified,True,8,0,,,
FC000415,Beef tripe,Verified,True,8,0,,,
FC000416,Chicken back,Verified,True,8,0,,,
FC000417,Chicken feet,Verified,True,8,0,,,
FC000418,"Chicken feet, bbq",Verified,False,7,0,cholesterol_mg_100g,,
FC000419,Chicken gizzard,Verified,True,8,0,,,
FC000420,Chicken heart,Verified,True,8,0,,,
FC000421,Chicken neck,Verified,True,8,0,,,
FC000422,Chicken thigh & leg,Verified,True,8,0,,,
FC000423,Chicken white meat,Verified,True,8,0,,,
FC000424,Pork back fat,Verified,False,7,0,cholesterol_mg_100g,,
FC000425,Pork center loin,Verified,False,7,0,cholesterol_mg_100g,,
FC000426,Pork chop,Verified,True,8,0,,,
FC000427,Pork ear,Verified,True,8,0,,,
FC000428,"Pork ear, bbq",Verified,True,8,0,,,
FC000429,Pork ham,Verified,True,8,0,,,
FC000430,Pork heart,Verified,True,8,0,,,
FC000431,Pork kidney,Verified,True,8,0,,,
FC000432,Pork leg,Verified,True,8,0,,,
FC000433,Pork picnic,Verified,False,7,0,cholesterol_mg_100g,,
FC000434,Pork spare rib,Verified,True,8,0,,,
FC000435,Pork stomach,Verified,True,8,0,,,
FC000436,Pork tail,Verified,True,8,0,,,
FC000437,Pork tenderloin,Verified,False,7,0,cholesterol_mg_100g,,
FC000438,"Egg, quail, boiled",Verified,True,8,0,,,
FC000439,"Egg, duck, fertilized, boiled",Verified,True,8,0,,,
FC000440,"Egg, duck, infertile, boiled",Verified,True,8,0,,,
FC000441,"Egg, chicken, white",Verified,True,8,0,,,
FC000442,"Egg, chicken, yolk",Verified,True,8,0,,,
FC000443,"Egg, quail",Verified,True,8,0,,,
FC000444,"Egg, duck, century",Verified,True,8,0,,,
FC000445,"Egg, duck, whole, salted",Verified,True,8,0,,,
FC000446,"Egg, duck, white",Verified,True,8,0,,,
FC000447,"Egg, duck, yolk",Verified,True,8,0,,,
FC000448,"Clam, halaan, boiled",Verified,False,7,0,sodium_mg_100g,,
FC000449,"Crab, blue swimming, w/o fat, boiled",Verified,True,8,0,,,
FC000450,"Crab, mud/mangrove, w/o fat, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000451,"Mackerel, short-bodied, fried",Verified,False,7,0,cholesterol_mg_100g,,
FC000452,"Milkfish, fried",Verified,False,7,0,cholesterol_mg_100g,,
FC000453,"Mussel, green, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000454,"Shrimp, banana prawn, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000455,"Shrimp, greasy back, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000456,"Squid, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000457,"Fish ball, fried",Verified,True,8,0,,,
FC000458,"Catfish, freshwater",Verified,True,8,0,,,
FC000459,"Catfish, saltwater",Verified,True,8,0,,,
FC000460,"Clam, halaan",Verified,True,8,0,,,
FC000461,"Grouper, whitespotted",Verified,False,7,0,cholesterol_mg_100g,,
FC000462,"Mackerel, short-bodied",Verified,False,7,0,cholesterol_mg_100g,,
FC000463,"Mackerel, Spanish",Verified,False,7,0,cholesterol_mg_100g,,
FC000464,Oyster,Verified,True,8,0,,,
FC000465,Red snapper/Malabar,Verified,False,7,0,cholesterol_mg_100g,,
FC000466,"Sardine, bombon",Verified,True,8,0,,,
FC000467,"Scad, big-eye",Verified,True,8,0,,,
FC000468,Sea bass,Verified,False,7,0,cholesterol_mg_100g,,
FC000469,"Shrimp, freshwater",Verified,False,7,0,cholesterol_mg_100g,,
FC000470,"Tuna, frigate",Verified,False,7,0,cholesterol_mg_100g,,
FC000471,Fish ball,Verified,False,7,0,cholesterol_mg_100g,,
FC000472,"Fish preparation, quekiam",Verified,False,4,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g;cholesterol_mg_100g,,
FC000473,"Milkfish, smoked",Verified,True,8,0,,,
FC000474,"Scad, round, dried",Verified,True,8,0,,,
FC000475,"Scad, round, smoked",Verified,True,8,0,,,
FC000476,"Squid, dried",Verified,False,7,0,cholesterol_mg_100g,,
FC000477,"Tilapia, dried",Verified,True,8,0,,,
FC000478,"Tuna flakes, in brine, cnd",Verified,True,8,0,,,
FC000479,"Tuna flakes, in veg oil, cnd",Verified,True,8,0,,,
FC000480,"Mudfish/Murrel, striated, boiled",Verified,False,7,0,cholesterol_mg_100g,,
FC000481,"Mudfish/Murrel, striated",Verified,False,7,0,cholesterol_mg_100g,,
FC000482,Octopus,Verified,True,8,0,,,
FC000483,"Pomfret, black",Verified,True,8,0,,,
FC000484,Swordfish,Verified,True,8,0,,,
FC000485,"Clam, freshwater, tulya, boiled",Verified,True,8,0,,,
FC000486,"Clam, imbao, boiled",Verified,False,7,0,sodium_mg_100g,,
FC000487,"Anchovy, Indian (adult)",Verified,False,7,0,cholesterol_mg_100g,,
FC000488,"Anchovy, long-jawed, whole",Verified,True,8,0,,,
FC000489,"Clam, freshwater, tulya",Verified,True,8,0,,,
FC000490,"Clam, imbao",Verified,True,8,0,,,
FC000491,"Crab, blue swimming, fat",Verified,False,7,0,cholesterol_mg_100g,,
FC000492,"Crab, mud/mangrove, fat",Verified,False,7,0,cholesterol_mg_100g,,
FC000493,"Crab, shore",Verified,False,7,0,cholesterol_mg_100g,,
FC000494,"Oyster, window pane, meat",Verified,True,8,0,,,
FC000495,"Sardine, fimbriated",Verified,True,8,0,,,
FC000496,"Sardine, fimbriated, fry",Verified,True,8,0,,,
FC000497,"Shrimp, freshwater (small)",Verified,False,7,0,cholesterol_mg_100g,,
FC000498,"Shrimp, sergestid",Verified,False,7,0,cholesterol_mg_100g,,
FC000499,"Anchovy, long-jawed, dried, ground",Verified,False,7,0,sodium_mg_100g,,
FC000500,"Catfish, freshwater, dried",Verified,False,7,0,cholesterol_mg_100g,,
FC000501,"Catfish, saltwater, dried",Verified,True,8,0,,,
FC000502,"Crab, mud/mangrove, meat, cnd",Verified,True,8,0,,,
FC000503,"Grouper, whitespotted, dried",Verified,True,8,0,,,
FC000504,"Mackerel scad, in tomato sce, cnd",Verified,True,8,0,,,
FC000505,"Mackerel, short-bodied, dried",Verified,True,8,0,,,
FC000506,"Mackerel, short-bodied, smoked",Verified,False,7,0,cholesterol_mg_100g,,
FC000507,"Mackerel, Spanish, dried",Verified,True,8,0,,,
FC000508,"Mackerel, Indian, dried",Verified,True,8,0,,,
FC000509,"Mackerel, Indian, in tomato sce",Verified,False,7,0,sugar_g_100g,,
FC000510,"Milkfish, in natural oil, cnd",Verified,False,7,0,cholesterol_mg_100g,,
FC000511,"Milkfish, in spiced oil, cnd",Verified,True,8,0,,,
FC000512,"Oyster, dried",Verified,False,7,0,cholesterol_mg_100g,,
FC000513,"Red snapper/Malabar, dried",Verified,True,8,0,,,
FC000514,"Sardine, bombon, dried",Verified,True,8,0,,,
FC000515,"Sardine, bombon, smoked",Verified,True,8,0,,,
FC000516,"Sardine, fimbriated, smoked",Verified,True,8,0,,,
FC000517,"Sardine, Indian, smoked",Verified,True,8,0,,,
FC000518,"Sardines, smoked, cnd",Verified,False,7,0,cholesterol_mg_100g,,
FC000519,"Scad, big-eye, dried",Verified,True,8,0,,,
FC000520,"Scad, big-eye, smoked",Verified,True,8,0,,,
FC000521,"Sea bass, dried",Verified,True,8,0,,,
FC000522,"Shrimp, freshwater (small), dried",Verified,True,8,0,,,
FC000523,"Shrimp, sergestid, dried",Verified,True,8,0,,,
FC000524,"Shrimp, small marine, dried",Verified,True,8,0,,,
FC000525,"Tuna adobo, cnd",Verified,True,8,0,,,
FC000526,"Tuna fillet, in soya oil, cnd",Verified,True,8,0,,,
FC000527,"Tuna fillet, in veg oil, cnd",Verified,True,8,0,,,
FC000528,"Tuna mechado, cnd",Verified,True,8,0,,,
FC000529,"Tuna sardines, in oil, cnd",Verified,True,8,0,,,
FC000530,"Tuna, frigate, dried",Verified,True,8,0,,,
FC000531,"Tuna, yellow-fin, dried",Verified,True,8,0,,,
FC000532,"Anchovy, long-jawed, w/o head",Verified,False,7,0,cholesterol_mg_100g,,
FC000533,"Sea catfish, smooth-headed",Verified,False,7,0,cholesterol_mg_100g,,
FC000534,"Shrimp, giant tiger prawn, head",Verified,False,7,0,cholesterol_mg_100g,,
FC000535,"Cavalla, banded, fried",Verified,False,7,0,cholesterol_mg_100g,,
FC000536,"Cavalla, banded, steamed",Verified,False,7,0,cholesterol_mg_100g,,
FC000537,Abalone,Verified,True,8,0,,,
FC000538,Abalone juice,Verified,False,7,0,cholesterol_mg_100g,,
FC000539,Amber fish,Verified,False,7,0,cholesterol_mg_100g,,
FC000540,Sinarapan,Verified,True,8,0,,,
FC000541,"Barracuda, striped",Verified,False,5,0,fiber_g_100g;sugar_g_100g;cholesterol_mg_100g,,
FC000542,"Butterfly fish, threadfin",Verified,False,4,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g;cholesterol_mg_100g,,
FC000543,"Fusilier, goldband",Verified,False,7,0,cholesterol_mg_100g,,
FC000544,Cardinal fish,Verified,False,4,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g;cholesterol_mg_100g,,
FC000545,Carp,Verified,False,7,0,cholesterol_mg_100g,,
FC000546,"Cavalla, banded",Verified,True,8,0,,,
FC000547,"Clam, bilakong",Verified,True,8,0,,,
FC000548,"Tamarind, unripe, boiled",Verified,False,5,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g,,
FC000549,"Banana, saba, w/ sugar, fried",Verified,True,8,0,,,
FC000550,"Banana, saba, w/ sugar, wrapped, fried",Verified,True,8,0,,,
FC000551,"Apple, green",Verified,True,8,0,,,
FC000552,"Apple, red",Verified,True,8,0,,,
FC000553,"Banana, bungulan",Verified,True,8,0,,,
FC000554,"Banana, butuan",Verified,True,8,0,,,
FC000555,"Banana, cavendish, ripe",Verified,True,8,0,,,
FC000556,"Banana, cavendish, unripe",Verified,True,8,0,,,
FC000557,"Banana, gloria",Verified,True,8,0,,,
FC000558,"Banana, murado",Verified,True,8,0,,,
FC000559,"Banana, ternate",Verified,True,8,0,,,
FC000560,"Banana, tuldok",Verified,True,8,0,,,
FC000561,Java apple,Verified,True,8,0,,,
FC000562,Custard apple,Verified,True,8,0,,,
FC000563,Velvet apple,Verified,True,8,0,,,
FC000564,Grape,Verified,True,8,0,,,
FC000565,Jackfruit,Verified,True,8,0,,,
FC000566,Lanzon,Verified,False,7,0,sugar_g_100g,,
FC000567,Lychee/Litchi,Verified,True,8,0,,,
FC000568,Malay apple,Verified,True,8,0,,,
FC000569,"Mango, Indian, unripe",Verified,True,8,0,,,
FC000570,"Mango, Manila super, medium ripe",Verified,True,8,0,,,
FC000571,"Mango, Manila super, unripe",Verified,True,8,0,,,
FC000572,"Mango, paho, unripe",Verified,True,8,0,,,
FC000573,"Mango, piko, medium ripe",Verified,True,8,0,,,
FC000574,"Mango, piko, unripe",Verified,True,8,0,,,
FC000575,Mangosteen,Verified,False,7,0,sugar_g_100g,,
FC000576,Melon,Verified,True,8,0,,,
FC000577,"Melon, honey dew",Verified,True,8,0,,,
FC000578,"Orange, Ladu",Verified,True,8,0,,,
FC000579,"Orange, Szinkom",Verified,True,8,0,,,
FC000580,"Papaya fruit, medium ripe",Verified,True,8,0,,,
FC000581,Pear,Verified,True,8,0,,,
FC000582,Rambutan,Verified,False,7,0,sugar_g_100g,,
FC000583,Santol,Verified,True,8,0,,,
FC000584,Stinking passion flower fruit,Verified,True,8,0,,,
FC000585,Stinking passion flower juice,Verified,False,7,0,sugar_g_100g,,
FC000586,Soursop,Verified,True,8,0,,,
FC000587,"Star apple, green",Verified,True,8,0,,,
FC000588,"Star apple, purple",Verified,True,8,0,,,
FC000589,Strawberry,Verified,True,8,0,,,
FC000590,Sugar apple/Sweetsop,Verified,True,8,0,,,
FC000591,"Tamarind, ripe",Verified,True,8,0,,,
FC000592,"Tamarind, unripe",Verified,False,6,0,fiber_g_100g;sugar_g_100g,,
FC000593,"Cheese, cheddar, pasteurized, processed",Verified,True,8,0,,,
FC000594,"Cheese, cottage",Verified,True,8,0,,,
FC000595,"Cheese, filled",Verified,True,8,0,,,
FC000596,"Cheese, native",Verified,False,6,0,sugar_g_100g;cholesterol_mg_100g,,
FC000597,"Cheese, pimiento",Verified,True,8,0,,,
FC000598,"Cheese, spread",Verified,True,8,0,,,
FC000599,Cream,Verified,False,7,0,cholesterol_mg_100g,,
FC000600,Ice cream,Verified,True,8,0,,,
FC000601,"Ice cream, strawberry flavor",Verified,True,8,0,,,
FC000602,"Milk drink, cultured",Verified,True,8,0,,,
FC000603,"Milk, evaporated, filled",Verified,True,8,0,,,
FC000604,"Milk, recombined",Verified,False,7,0,sugar_g_100g,,
FC000605,"Milk, sweetened, condensed, filled",Verified,True,8,0,,,
FC000606,"Milk drink, reconstituted, strawberry, UHT",Verified,True,8,0,,,
FC000607,"Milk, buttermilk",Verified,True,8,0,,,
FC000608,"Catsup, banana",Verified,True,8,0,,,
FC000609,"Catsup, tomato",Verified,True,8,0,,,
FC000610,"Fish paste, anchovy",Verified,True,8,0,,,
FC000611,Lechon sauce,Verified,False,7,0,cholesterol_mg_100g,,
FC000612,"Salt, coarse",Verified,True,8,0,,,
FC000613,Shrimp paste,Verified,False,7,0,cholesterol_mg_100g,,
FC000614,"Shrimp paste, alamang",Verified,False,7,0,cholesterol_mg_100g,,
FC000615,"Vinegar, coconut",Verified,True,8,0,,,
FC000616,Tomato paste,Verified,True,8,0,,,
FC000617,Tomato sauce,Verified,True,8,0,,,
FC000618,"Steamed bun, mung bean filling",Verified,False,4,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g;cholesterol_mg_100g,,
FC000619,"Steamed bun, pork filling",Verified,False,4,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g;cholesterol_mg_100g,,
FC000620,"Spring roll, Shanghai, unckd",Verified,True,8,0,,,
FC000621,"Soup, mungbean w/ shrimp, ckd",Verified,True,8,0,,,
FC000622,Cheese sandwich,Verified,True,8,0,,,
FC000623,Cheeseburger sandwich,Verified,True,8,0,,,
FC000624,Rice gruel w/ chicken,Verified,True,8,0,,,
FC000625,Rice gruel w/ choc & milk,Verified,True,8,0,,,
FC000626,Rice gruel w/ tripe,Verified,True,8,0,,,
FC000627,Buko pie,Verified,True,8,0,,,
FC000628,Egg pie,Verified,True,8,0,,,
FC000629,"Halu-halo, cnd",Verified,False,4,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g;cholesterol_mg_100g,,
FC000630,"Halu-halo, w/ ice",Verified,False,4,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g;cholesterol_mg_100g,,
FC000631,"Beef caldereta, cnd",Verified,False,6,0,sugar_g_100g;cholesterol_mg_100g,,
FC000632,"Beef kare-kare, cnd",Verified,False,7,0,cholesterol_mg_100g,,
FC000633,"Pork & chicken adobo, cnd",Verified,False,7,0,cholesterol_mg_100g,,
FC000634,"Pork adobo, cnd",Verified,False,7,0,cholesterol_mg_100g,,
FC000635,"Pork adobo, w/ egg, cnd",Verified,False,7,0,cholesterol_mg_100g,,
FC000636,"Pork & beans, cnd",Verified,True,8,0,,,
FC000637,"Pork blood stew, cnd",Verified,False,6,0,sodium_mg_100g;cholesterol_mg_100g,,
FC000638,"Fat, pork",Verified,True,8,0,,,
FC000639,Margarine,Verified,True,8,0,,,
FC000640,"Margarine, fortified",Verified,True,8,0,,,
FC000641,Mayonnaise,Verified,True,8,0,,,
FC000642,"Oil, corn",Verified,True,8,0,,,
FC000643,"Coffee, roasted (dry product)",Verified,True,8,0,,,
FC000644,Coconut water,Verified,True,8,0,,,
FC000645,"Coffee, creamer & sugar (3 in 1) (dry product)",Verified,True,8,0,,,
FC000646,"Coffee, instant, 100% pure (dry product)",Verified,True,8,0,,,
FC000647,"Cocoa, powder, imported",Verified,True,8,0,,,
FC000648,"Bread, cinnamon roll",Verified,True,8,0,,,
FC000649,"Bread, hotdog roll",Verified,True,8,0,,,
FC000650,"Bread, toasted, w/ margarine-sugar topping",Verified,True,8,0,,,
FC000651,"Bread, mung bean loaf",Verified,True,8,0,,,
FC000652,"Bread, pan de bonete",Verified,True,8,0,,,
FC000653,"Bread, pan de limon",Verified,True,8,0,,,
FC000654,"Bread, raisin",Verified,True,8,0,,,
FC000655,"Bread, rye",Verified,True,8,0,,,
FC000656,"Bread, sweet roll w/ mung bean filling",Verified,True,8,0,,,
FC000657,"Cake, angel food",Verified,True,8,0,,,
FC000658,"Cake, butter",Verified,True,8,0,,,
FC000659,"Cake, cheese cupcake",Verified,True,8,0,,,
FC000660,"Cake, chiffon",Verified,True,8,0,,,
FC000661,"Cake, chocolate",Verified,True,8,0,,,
FC000662,"Cake, fruit",Verified,True,8,0,,,
FC000663,"Cake, mamon, toasted",Verified,True,8,0,,,
FC000664,"Cake, sponge",Verified,True,8,0,,,
FC000665,"Cookies, apas",Verified,True,8,0,,,
FC000666,"Cookies, arrowroot",Verified,True,8,0,,,
FC000667,"Cookies, brownies",Verified,True,8,0,,,
FC000668,"Cookies, butter",Verified,True,8,0,,,
FC000669,"Cookies, jacobina special",Verified,True,8,0,,,
FC000670,"Cookies, lady finger",Verified,False,7,0,cholesterol_mg_100g,,
FC000671,"Cookies, marie",Verified,True,8,0,,,
FC000672,"Cookies, ogoy-ogoy",Verified,True,8,0,,,
FC000673,"Cookies, pasencia",Verified,True,8,0,,,
FC000674,"Cookies, pilipit",Verified,True,8,0,,,
FC000675,"Cookies, polvoron",Verified,True,8,0,,,
FC000676,"Corn flakes, enr",Verified,True,8,0,,,
FC000677,Corn pudding,Verified,True,8,0,,,
FC000678,"Corn pudding, maja, yellow",Verified,True,8,0,,,
FC000679,"Corn, fried, seasoned",Verified,True,8,0,,,
FC000680,"Corn, whole kernel, cnd",Verified,True,8,0,,,
FC000681,Cornstarch,Verified,True,8,0,,,
FC000682,"Cracker, egg",Verified,True,8,0,,,
FC000683,"Cracker, graham, honey-flvr",Verified,True,8,0,,,
FC000684,"Cracker, plain",Verified,True,8,0,,,
FC000685,"Cracker, salted",Verified,True,8,0,,,
FC000686,"Cracker, salted, round",Verified,True,8,0,,,
FC000687,Cream puff,Verified,True,8,0,,,
FC000688,"Doughnut, fried, w/ sugar",Verified,True,8,0,,,
FC000689,"Noodles, rice",Verified,True,8,0,,,
FC000690,"Noodles, wheat, mami, fresh",Verified,True,8,0,,,
FC000691,"Noodles, wheat, inst, w/ flvr",Verified,True,8,0,,,
FC000692,"Noodles, wheat, thin",Verified,True,8,0,,,
FC000693,"Noodles, wheat, miki, dry",Verified,False,7,0,cholesterol_mg_100g,,
FC000694,Pancake,Verified,True,8,0,,,
FC000695,"Popcorn, salted",Verified,True,8,0,,,
FC000696,"Popcorn, sweetn",Verified,True,8,0,,,
FC000697,"Rice cake (glutinous), biko, w/ grtd coconut topping",Verified,True,8,0,,,
FC000698,"Rice cake (glutinous), biko, w/ purple rice",Verified,True,8,0,,,
FC000699,"Rice cake (glutinous), Chinese, tikoy",Verified,True,8,0,,,
FC000700,"Rice cake (glutinous), Chinese, tikoy, w/ peanut",Verified,True,8,0,,,
FC000701,"Rice cake, bibingka, w/ cheese & coconut topping",Verified,True,8,0,,,
FC000702,"Rice cake, puto, brown",Verified,True,8,0,,,
FC000703,"Rice cake, puto, white, w/ grtd coconut topping",Verified,True,8,0,,,
FC000704,"Rice cake, cuchinta, w/ grtd coconut topping",Verified,True,8,0,,,
FC000705,Rice flour,Verified,True,8,0,,,
FC000706,"Rice flour prep, tamales",Verified,False,7,0,cholesterol_mg_100g,,
FC000707,"Rice gruel, thin",Verified,True,8,0,,,
FC000708,"Rice prep (glutinous), butse, w/ mung bean filling",Verified,True,8,0,,,
FC000709,"Rice prep (glutinous), butse, w/ sweet potato filling",Verified,True,8,0,,,
FC000710,"Rice prep (glutinous), kalamay, w/ coconut curd topping",Verified,True,8,0,,,
FC000711,"Rice prep (glutinous), kalamay, w/ yam",Verified,True,8,0,,,
FC000712,"Rice prep (glutinous), palitaw, w/ grtd  coconut & sugar",Verified,True,8,0,,,
FC000713,"Rice prep (glutinous), suman, w/ grtd coconut topping",Verified,True,8,0,,,
FC000714,"Rice prep (glutinous), tupig",Verified,True,8,0,,,
FC000715,"Rice prep, espasol",Verified,True,8,0,,,
FC000716,"Rice, crispies",Verified,True,8,0,,,
FC000717,"Rice-bread prep, toasted, puto seko",Verified,False,7,0,cholesterol_mg_100g,,
FC000718,"Wheat flour, all-purpose, enr, bleached",Verified,True,8,0,,,
FC000719,"Wheat flour, cake flour, enr, bleached",Verified,True,8,0,,,
FC000720,"Instant noodles, chicken flvr, raw",Verified,True,8,0,,,
FC000721,"Instant noodles, chicken flvr, ckd",Verified,True,8,0,,,
FC000722,Job's tears grain,Verified,True,8,0,,,
FC000723,"Yam, Luzon",Verified,True,8,0,,,
FC000724,"Yam, spiny",Verified,True,8,0,,,
FC000725,"Yam, spiny, boiled",Verified,True,8,0,,,
FC000726,Arrowroot starch,Verified,True,8,0,,,
FC000727,East Indian arrowroot starch,Verified,True,8,0,,,
FC000728,"Yacon tuber, raw",Verified,True,8,0,,,
FC000729,East Indian arrowroot,Verified,True,8,0,,,
FC000730,Palauan,Verified,True,8,0,,,
FC000731,"Chestnut, roasted",Verified,True,8,0,,,
FC000732,Coconut sport,Verified,True,8,0,,,
FC000733,"Cowpea seed, dried",Verified,True,8,0,,,
FC000734,"Kidney bean seed, black, dried",Verified,True,8,0,,,
FC000735,"Kidney bean seed, white, dried",Verified,True,8,0,,,
FC000736,"Kidney bean seed, white, dried, boiled",Verified,True,8,0,,,
FC000737,"Lima bean seed, dried",Verified,True,8,0,,,
FC000738,"Mung bean seed, red, dried",Verified,True,8,0,,,
FC000739,"Mung bean seed, red, dried, boiled",Verified,True,8,0,,,
FC000740,"Mung bean seed, yellow, dried",Verified,True,8,0,,,
FC000741,"Mung bean seed, yellow, dried, boiled",Verified,True,8,0,,,
FC000742,Peanut w/ shell,Verified,True,8,0,,,
FC000743,Peanut w/o skin,Verified,True,8,0,,,
FC000744,"Pigeon pea seed, dried",Verified,True,8,0,,,
FC000745,"Pigeon pea seed, dried, boiled",Verified,True,8,0,,,
FC000746,"Rice bean seed, dried",Verified,True,8,0,,,
FC000747,"Soybean seed, black, dried",Verified,True,8,0,,,
FC000748,"Soybean seed, black, dried, boiled",Verified,True,8,0,,,
FC000749,"Soybean seed, yellow, dried",Verified,True,8,0,,,
FC000750,"String/Yard long bean seed, dried",Verified,True,8,0,,,
FC000751,"Coconut chip, toasted, sweetn",Verified,True,8,0,,,
FC000752,"Coconut, cream curd",Verified,True,8,0,,,
FC000753,"Green pea, dried, fried & seasoned",Verified,True,8,0,,,
FC000754,"Green pea-corn-peanut mixture, fried",Verified,False,4,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g;cholesterol_mg_100g,,
FC000755,"Lima bean, fried & seasoned",Verified,False,4,0,fiber_g_100g;sugar_g_100g;sodium_mg_100g;cholesterol_mg_100g,,
FC000756,Beet,Verified,False,7,0,sugar_g_100g,,
FC000757,"Beet, boiled",Verified,False,7,0,sugar_g_100g,,
FC000758,Breadfruit fruit,Verified,True,8,0,,,
FC000759,Celery lvs & petioles,Verified,True,8,0,,,
FC000760,"Celery, Chinese, lvs & petioles",Verified,False,7,0,sugar_g_100g,,
FC000761,Chayote lvs,Verified,False,6,0,fiber_g_100g;sugar_g_100g,,
FC000762,Coriander lvs,Verified,True,8,0,,,
FC000763,Cowpea pod,Verified,True,8,0,,,
FC000764,"Cowpea pod, boiled",Verified,True,8,0,,,
FC000765,"Cowpea seed, fresh",Verified,True,8,0,,,
FC000766,Endive lvs,Verified,True,8,0,,,
FC000767,Garlic lvs,Verified,False,7,0,sugar_g_100g,,
FC000768,Garlic lvs & bulb,Verified,True,8,0,,,
FC000769,"Horseradish tree lvs, dwarf",Verified,False,7,0,sugar_g_100g,,
FC000770,"Horseradish tree lvs, Japanese",Verified,False,7,0,sugar_g_100g,,
FC000771,Horseradish tree pod,Verified,True,8,0,,,
FC000772,Jackfruit seed,Verified,False,7,0,sugar_g_100g,,
FC000773,Chinese leek lvs,Verified,True,8,0,,,
FC000774,Lima bean pod,Verified,True,8,0,,,
FC000775,"Lima bean pod, boiled",Verified,True,8,0,,,
FC000776,Malabar nightshade lvs,Verified,True,8,0,,,
FC000777,"Malabar nightshade lvs, boiled",Verified,True,8,0,,,
FC000778,Marrow-stem kale lvs and stems,Verified,True,8,0,,,
FC000779,"Mung bean seed, fresh",Verified,True,8,0,,,
FC000780,New Zealand spinach lvs,Verified,True,8,0,,,
FC000781,"New Zealand spinach lvs, boiled",Verified,True,8,0,,,
FC000782,"Onion, garden shallot lvs",Verified,True,8,0,,,
FC000783,Parsley lvs,Verified,True,8,0,,,
FC000784,"Pepper, chili lvs",Verified,False,6,0,fiber_g_100g;sugar_g_100g,,
FC000785,"Pepper, sweet/bell, round, green",Verified,True,8,0,,,
FC000786,"Pepper, sweet/bell, round, red",Verified,True,8,0,,,
FC000787,Philippine spinach lvs,Verified,True,8,0,,,
FC000788,"Philippine spinach lvs, boiled",Verified,True,8,0,,,
FC000789,Pigeon pea pod,Verified,True,8,0,,,
FC000790,"Pigeon pea pod, boiled",Verified,True,8,0,,,
FC000791,"Pigeon pea seed, fresh",Verified,True,8,0,,,
FC000792,Purslane lvs,Verified,False,7,0,sugar_g_100g,,
FC000793,"Purslane lvs, boiled",Verified,False,7,0,sugar_g_100g,,
