recipe_id,estimate_id,ingredient_food_id,ingredient_name,edible_grams,weight_status,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugar_g_100g,sodium_mg_100g,cholesterol_mg_100g,nutrient_provenance_json
PH_DISH_017,EST_PH_DISH_017_V1,FC000333,"Onion, Bombay bulb, boiled",70,ASSUMED_REFERENCE_MIXTURE,47.0,1.2,9.7,0.4,1.3,4.6,3.0,0.0,"{""kcal_100g"":{""value_per_100g"":47.0,""value_for_portion"":47.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":1.2,""value_for_portion"":1.2,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":9.7,""value_for_portion"":9.7,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":0.4,""value_for_portion"":0.4,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":1.3,""value_for_portion"":1.3,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":4.6,""value_for_portion"":4.6,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":3.0,""value_for_portion"":3.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_017,EST_PH_DISH_017_V1,FC000070,Garlic bulb,15,ASSUMED_REFERENCE_MIXTURE,129.0,7.0,24.6,0.3,1.7,0.8,10.0,0.0,"{""kcal_100g"":{""value_per_100g"":129.0,""value_for_portion"":129.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":7.0,""value_for_portion"":7.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":24.6,""value_for_portion"":24.6,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":0.3,""value_for_portion"":0.3,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":1.7,""value_for_portion"":1.7,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":0.8,""value_for_portion"":0.8,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":10.0,""value_for_portion"":10.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_017,EST_PH_DISH_017_V1,FC000100,Fish sauce,20,ASSUMED_REFERENCE_MIXTURE,49.0,10.6,0.9,0.3,0.0,,5061.0,0.0,"{""kcal_100g"":{""value_per_100g"":49.0,""value_for_portion"":49.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4334"",""source_record_id"":""N011"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":10.6,""value_for_portion"":10.6,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4334"",""source_record_id"":""N011"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":0.9,""value_for_portion"":0.9,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4334"",""source_record_id"":""N011"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":0.3,""value_for_portion"":0.3,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4334"",""source_record_id"":""N011"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4334"",""source_record_id"":""N011"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":null,""value_for_portion"":null,""label"":""Unknown"",""source_url"":null,""source_record_id"":null,""source_name"":null},""sodium_mg_100g"":{""value_per_100g"":5061.0,""value_for_portion"":5061.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4334"",""source_record_id"":""N011"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4334"",""source_record_id"":""N011"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_017,EST_PH_DISH_017_V1,FC000098,Coconut oil,15,ASSUMED_REFERENCE_MIXTURE,892.0,0.0,0.0,99.1,0.0,0.0,0.0,0.0,"{""kcal_100g"":{""value_per_100g"":892.0,""value_for_portion"":892.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":99.1,""value_for_portion"":99.1,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_017,EST_PH_DISH_017_V1,FC001237,"Beverages, water, tap, drinking",300,ASSUMED_REFERENCE_MIXTURE,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"{""kcal_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""protein_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""carbs_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""fat_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""fiber_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""sugar_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""sodium_mg_100g"":{""value_per_100g"":4.0,""value_for_portion"":4.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""}}"
PH_DISH_018,EST_PH_DISH_018_V1,FC000021,"Mung bean seed, green, dried, boiled",500,ASSUMED_REFERENCE_MIXTURE,155.0,11.0,27.1,0.3,11.1,2.9,3.0,0.0,"{""kcal_100g"":{""value_per_100g"":155.0,""value_for_portion"":155.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3238"",""source_record_id"":""C028"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":11.0,""value_for_portion"":11.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3238"",""source_record_id"":""C028"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":27.1,""value_for_portion"":27.1,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3238"",""source_record_id"":""C028"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":0.3,""value_for_portion"":0.3,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3238"",""source_record_id"":""C028"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":11.1,""value_for_portion"":11.1,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3238"",""source_record_id"":""C028"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":2.9,""value_for_portion"":2.9,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3238"",""source_record_id"":""C028"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":3.0,""value_for_portion"":3.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3238"",""source_record_id"":""C028"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3238"",""source_record_id"":""C028"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_018,EST_PH_DISH_018_V1,FC000108,"Sardines, in tomato sce, cnd",200,ASSUMED_REFERENCE_MIXTURE,88.0,9.7,2.7,4.3,0.4,0.3,311.0,48.0,"{""kcal_100g"":{""value_per_100g"":88.0,""value_for_portion"":88.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4183"",""source_record_id"":""G203"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":9.7,""value_for_portion"":9.7,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4183"",""source_record_id"":""G203"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":2.7,""value_for_portion"":2.7,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4183"",""source_record_id"":""G203"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":4.3,""value_for_portion"":4.3,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4183"",""source_record_id"":""G203"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":0.4,""value_for_portion"":0.4,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4183"",""source_record_id"":""G203"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":0.3,""value_for_portion"":0.3,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4183"",""source_record_id"":""G203"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":311.0,""value_for_portion"":311.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4183"",""source_record_id"":""G203"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":48.0,""value_for_portion"":48.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4183"",""source_record_id"":""G203"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_018,EST_PH_DISH_018_V1,FC000257,"Horseradish tree lvs, boiled",100,ASSUMED_REFERENCE_MIXTURE,63.0,3.1,10.6,0.9,1.7,0.8,8.0,0.0,"{""kcal_100g"":{""value_per_100g"":63.0,""value_for_portion"":63.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3374"",""source_record_id"":""D095"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":3.1,""value_for_portion"":3.1,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3374"",""source_record_id"":""D095"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":10.6,""value_for_portion"":10.6,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3374"",""source_record_id"":""D095"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":0.9,""value_for_portion"":0.9,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3374"",""source_record_id"":""D095"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":1.7,""value_for_portion"":1.7,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3374"",""source_record_id"":""D095"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":0.8,""value_for_portion"":0.8,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3374"",""source_record_id"":""D095"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":8.0,""value_for_portion"":8.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3374"",""source_record_id"":""D095"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3374"",""source_record_id"":""D095"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_018,EST_PH_DISH_018_V1,FC000280,"Tomato, boiled",100,ASSUMED_REFERENCE_MIXTURE,25.0,0.4,5.6,0.1,0.3,3.6,11.0,0.0,"{""kcal_100g"":{""value_per_100g"":25.0,""value_for_portion"":25.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3537"",""source_record_id"":""D258"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":0.4,""value_for_portion"":0.4,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3537"",""source_record_id"":""D258"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":5.6,""value_for_portion"":5.6,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3537"",""source_record_id"":""D258"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":0.1,""value_for_portion"":0.1,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3537"",""source_record_id"":""D258"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":0.3,""value_for_portion"":0.3,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3537"",""source_record_id"":""D258"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":3.6,""value_for_portion"":3.6,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3537"",""source_record_id"":""D258"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":11.0,""value_for_portion"":11.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3537"",""source_record_id"":""D258"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3537"",""source_record_id"":""D258"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_018,EST_PH_DISH_018_V1,FC000333,"Onion, Bombay bulb, boiled",70,ASSUMED_REFERENCE_MIXTURE,47.0,1.2,9.7,0.4,1.3,4.6,3.0,0.0,"{""kcal_100g"":{""value_per_100g"":47.0,""value_for_portion"":47.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":1.2,""value_for_portion"":1.2,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":9.7,""value_for_portion"":9.7,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":0.4,""value_for_portion"":0.4,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":1.3,""value_for_portion"":1.3,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":4.6,""value_for_portion"":4.6,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":3.0,""value_for_portion"":3.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3421"",""source_record_id"":""D142"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_018,EST_PH_DISH_018_V1,FC000070,Garlic bulb,15,ASSUMED_REFERENCE_MIXTURE,129.0,7.0,24.6,0.3,1.7,0.8,10.0,0.0,"{""kcal_100g"":{""value_per_100g"":129.0,""value_for_portion"":129.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":7.0,""value_for_portion"":7.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":24.6,""value_for_portion"":24.6,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":0.3,""value_for_portion"":0.3,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":1.7,""value_for_portion"":1.7,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":0.8,""value_for_portion"":0.8,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":10.0,""value_for_portion"":10.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/3363"",""source_record_id"":""D084"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_018,EST_PH_DISH_018_V1,FC000098,Coconut oil,15,ASSUMED_REFERENCE_MIXTURE,892.0,0.0,0.0,99.1,0.0,0.0,0.0,0.0,"{""kcal_100g"":{""value_per_100g"":892.0,""value_for_portion"":892.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""protein_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""carbs_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""fat_g_100g"":{""value_per_100g"":99.1,""value_for_portion"":99.1,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""fiber_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""sugar_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""sodium_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Verified"",""source_url"":""https://i.fnri.dost.gov.ph/fct/library/report/4268"",""source_record_id"":""K008"",""source_name"":""DOST-FNRI PhilFCT""}}"
PH_DISH_018,EST_PH_DISH_018_V1,FC001237,"Beverages, water, tap, drinking",300,ASSUMED_REFERENCE_MIXTURE,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"{""kcal_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""protein_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""carbs_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""fat_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""fiber_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""sugar_g_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""sodium_mg_100g"":{""value_per_100g"":4.0,""value_for_portion"":4.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""},""cholesterol_mg_100g"":{""value_per_100g"":0.0,""value_for_portion"":0.0,""label"":""Other source"",""source_url"":""https://fdc.nal.usda.gov/food-details/173647/nutrients"",""source_record_id"":""USDA_FC001237_173647"",""source_name"":""USDA FoodData Central SR Legacy""}}"
