estimate_id,ingredient_food_id,ingredient_name,edible_grams,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugar_g_100g,sodium_mg_100g,cholesterol_mg_100g,nutrient_provenance_json
EST_PANTRY_20260918_023_V1,FC000681,Cornstarch,8,370.0,0.3,91.5,0.3,0.9,0.0,9.0,0.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A110"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3072"", ""value_for_portion"": 91.5, ""value_per_100g"": 91.5}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A110"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3072"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A110"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3072"", ""value_for_portion"": 0.3, ""value_per_100g"": 0.3}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A110"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3072"", ""value_for_portion"": 0.9, ""value_per_100g"": 0.9}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A110"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3072"", ""value_for_portion"": 370.0, ""value_per_100g"": 370.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A110"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3072"", ""value_for_portion"": 0.3, ""value_per_100g"": 0.3}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A110"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3072"", ""value_for_portion"": 9.0, ""value_per_100g"": 9.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A110"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3072"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_023_V1,FC000612,"Salt, coarse",2,0.0,0.0,0.0,0.0,0.0,0.0,34836.0,0.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N019"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4342"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N019"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4342"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N019"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4342"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N019"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4342"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N019"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4342"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N019"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4342"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N019"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4342"", ""value_for_portion"": 34836.0, ""value_per_100g"": 34836.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N019"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4342"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_024_V1,FC000608,"Catsup, banana",100,221.0,0.7,54.0,0.2,0.6,39.1,1668.0,0.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N004"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4327"", ""value_for_portion"": 54.0, ""value_per_100g"": 54.0}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N004"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4327"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N004"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4327"", ""value_for_portion"": 0.2, ""value_per_100g"": 0.2}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N004"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4327"", ""value_for_portion"": 0.6, ""value_per_100g"": 0.6}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N004"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4327"", ""value_for_portion"": 221.0, ""value_per_100g"": 221.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N004"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4327"", ""value_for_portion"": 0.7, ""value_per_100g"": 0.7}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N004"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4327"", ""value_for_portion"": 1668.0, ""value_per_100g"": 1668.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N004"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4327"", ""value_for_portion"": 39.1, ""value_per_100g"": 39.1}}"
EST_PANTRY_20260918_025_V1,FC000099,Soy sauce,100,75.0,3.5,15.0,0.1,1.0,0.5,2041.0,0.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 15.0, ""value_per_100g"": 15.0}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 0.1, ""value_per_100g"": 0.1}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 1.0, ""value_per_100g"": 1.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 75.0, ""value_per_100g"": 75.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 3.5, ""value_per_100g"": 3.5}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 2041.0, ""value_per_100g"": 2041.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 0.5, ""value_per_100g"": 0.5}}"
EST_PANTRY_20260918_026_V1,FC000099,Soy sauce,100,75.0,3.5,15.0,0.1,1.0,0.5,2041.0,0.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 15.0, ""value_per_100g"": 15.0}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 0.1, ""value_per_100g"": 0.1}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 1.0, ""value_per_100g"": 1.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 75.0, ""value_per_100g"": 75.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 3.5, ""value_per_100g"": 3.5}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 2041.0, ""value_per_100g"": 2041.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N023"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4346"", ""value_for_portion"": 0.5, ""value_per_100g"": 0.5}}"
EST_PANTRY_20260918_027_V1,FC000615,"Vinegar, coconut",100,7.0,0.0,1.4,0.1,0.0,0.0,1.0,0.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N027"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4350"", ""value_for_portion"": 1.4, ""value_per_100g"": 1.4}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N027"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4350"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N027"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4350"", ""value_for_portion"": 0.1, ""value_per_100g"": 0.1}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N027"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4350"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N027"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4350"", ""value_for_portion"": 7.0, ""value_per_100g"": 7.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N027"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4350"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N027"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4350"", ""value_for_portion"": 1.0, ""value_per_100g"": 1.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N027"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4350"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_028_V1,FC000100,Fish sauce,100,49.0,10.6,0.9,0.3,0.0,,5061.0,0.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N011"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4334"", ""value_for_portion"": 0.9, ""value_per_100g"": 0.9}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N011"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4334"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N011"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4334"", ""value_for_portion"": 0.3, ""value_per_100g"": 0.3}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N011"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4334"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N011"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4334"", ""value_for_portion"": 49.0, ""value_per_100g"": 49.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N011"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4334"", ""value_for_portion"": 10.6, ""value_per_100g"": 10.6}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""N011"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4334"", ""value_for_portion"": 5061.0, ""value_per_100g"": 5061.0}, ""sugar_g_100g"": {""label"": ""Unknown"", ""source_name"": null, ""source_record_id"": null, ""source_url"": null, ""value_for_portion"": null, ""value_per_100g"": null}}"
EST_PANTRY_20260918_029_V1,FC000968,Polvoron,100,469.0,6.8,73.6,16.4,1.2,46.2,194.0,65.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 73.6, ""value_per_100g"": 73.6}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 65.0, ""value_per_100g"": 65.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 16.4, ""value_per_100g"": 16.4}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 1.2, ""value_per_100g"": 1.2}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 469.0, ""value_per_100g"": 469.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 6.8, ""value_per_100g"": 6.8}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 194.0, ""value_per_100g"": 194.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 46.2, ""value_per_100g"": 46.2}}"
EST_PANTRY_20260918_030_V1,FC000968,Polvoron,80,469.0,6.8,73.6,16.4,1.2,46.2,194.0,65.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 73.6, ""value_per_100g"": 73.6}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 65.0, ""value_per_100g"": 65.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 16.4, ""value_per_100g"": 16.4}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 1.2, ""value_per_100g"": 1.2}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 469.0, ""value_per_100g"": 469.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 6.8, ""value_per_100g"": 6.8}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 194.0, ""value_per_100g"": 194.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M040"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4311"", ""value_for_portion"": 46.2, ""value_per_100g"": 46.2}}"
EST_PANTRY_20260918_030_V1,FC001196,"Cookies, sandwich type, cream-filled",20,472.0,5.9,71.7,18.0,2.9,40.7,388.0,0.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A100"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3062"", ""value_for_portion"": 71.7, ""value_per_100g"": 71.7}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A100"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3062"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A100"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3062"", ""value_for_portion"": 18.0, ""value_per_100g"": 18.0}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A100"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3062"", ""value_for_portion"": 2.9, ""value_per_100g"": 2.9}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A100"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3062"", ""value_for_portion"": 472.0, ""value_per_100g"": 472.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A100"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3062"", ""value_for_portion"": 5.9, ""value_per_100g"": 5.9}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A100"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3062"", ""value_for_portion"": 388.0, ""value_per_100g"": 388.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A100"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3062"", ""value_for_portion"": 40.7, ""value_per_100g"": 40.7}}"
EST_PANTRY_20260918_031_V1,FC000165,"Rice cake, puto, white",100,214.0,2.8,49.9,0.3,1.5,19.2,225.0,12.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 49.9, ""value_per_100g"": 49.9}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 12.0, ""value_per_100g"": 12.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 0.3, ""value_per_100g"": 0.3}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 1.5, ""value_per_100g"": 1.5}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 214.0, ""value_per_100g"": 214.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 2.8, ""value_per_100g"": 2.8}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 225.0, ""value_per_100g"": 225.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 19.2, ""value_per_100g"": 19.2}}"
EST_PANTRY_20260918_032_V1,FC000165,"Rice cake, puto, white",95,214.0,2.8,49.9,0.3,1.5,19.2,225.0,12.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 49.9, ""value_per_100g"": 49.9}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 12.0, ""value_per_100g"": 12.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 0.3, ""value_per_100g"": 0.3}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 1.5, ""value_per_100g"": 1.5}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 214.0, ""value_per_100g"": 214.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 2.8, ""value_per_100g"": 2.8}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 225.0, ""value_per_100g"": 225.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""A177"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/3139"", ""value_for_portion"": 19.2, ""value_per_100g"": 19.2}}"
