estimate_id,ingredient_food_id,ingredient_name,edible_grams,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugar_g_100g,sodium_mg_100g,cholesterol_mg_100g,nutrient_provenance_json
EST_PANTRY_20260918_040_V1,FC001237,"Beverages, water, tap, drinking",100,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 4.0, ""value_per_100g"": 4.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_041_V1,FC001232,"Beverages, coffee, brewed, espresso, restaurant-prepared",40,9.0,0.12,1.67,0.18,0.0,0.0,14.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 1.67, ""value_per_100g"": 1.67}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.18, ""value_per_100g"": 0.18}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 9.0, ""value_per_100g"": 9.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.12, ""value_per_100g"": 0.12}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 14.0, ""value_per_100g"": 14.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_041_V1,FC000093,Fresh cow's milk,180,65.0,3.3,4.8,3.6,0.0,4.5,52.0,34.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.8, ""value_per_100g"": 4.8}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 34.0, ""value_per_100g"": 34.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.6, ""value_per_100g"": 3.6}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 65.0, ""value_per_100g"": 65.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.3, ""value_per_100g"": 3.3}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 52.0, ""value_per_100g"": 52.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.5, ""value_per_100g"": 4.5}}"
EST_PANTRY_20260918_041_V1,FC001906,"Toppings, butterscotch or caramel",25,216.0,1.21,57.01,0.0,0.0,57.0,341.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 57.01, ""value_per_100g"": 57.01}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 216.0, ""value_per_100g"": 216.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 1.21, ""value_per_100g"": 1.21}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 341.0, ""value_per_100g"": 341.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 57.0, ""value_per_100g"": 57.0}}"
EST_PANTRY_20260918_041_V1,FC000969,"Sugar, brown",10,398.0,0.1,98.7,0.3,0.0,97.6,15.0,0.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M042"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4313"", ""value_for_portion"": 98.7, ""value_per_100g"": 98.7}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M042"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4313"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M042"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4313"", ""value_for_portion"": 0.3, ""value_per_100g"": 0.3}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M042"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4313"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M042"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4313"", ""value_for_portion"": 398.0, ""value_per_100g"": 398.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M042"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4313"", ""value_for_portion"": 0.1, ""value_per_100g"": 0.1}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M042"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4313"", ""value_for_portion"": 15.0, ""value_per_100g"": 15.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""M042"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4313"", ""value_for_portion"": 97.6, ""value_per_100g"": 97.6}}"
EST_PANTRY_20260918_041_V1,FC001237,"Beverages, water, tap, drinking",100,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 4.0, ""value_per_100g"": 4.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_042_V1,FC001232,"Beverages, coffee, brewed, espresso, restaurant-prepared",40,9.0,0.12,1.67,0.18,0.0,0.0,14.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 1.67, ""value_per_100g"": 1.67}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.18, ""value_per_100g"": 0.18}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 9.0, ""value_per_100g"": 9.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.12, ""value_per_100g"": 0.12}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 14.0, ""value_per_100g"": 14.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_042_V1,FC000093,Fresh cow's milk,200,65.0,3.3,4.8,3.6,0.0,4.5,52.0,34.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.8, ""value_per_100g"": 4.8}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 34.0, ""value_per_100g"": 34.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.6, ""value_per_100g"": 3.6}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 65.0, ""value_per_100g"": 65.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.3, ""value_per_100g"": 3.3}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 52.0, ""value_per_100g"": 52.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.5, ""value_per_100g"": 4.5}}"
EST_PANTRY_20260918_042_V1,FC001897,"Syrups, chocolate, fudge-type",35,350.0,4.6,62.9,8.9,2.8,34.82,346.0,1.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001897_168835"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168835/nutrients"", ""value_for_portion"": 62.9, ""value_per_100g"": 62.9}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001897_168835"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168835/nutrients"", ""value_for_portion"": 1.0, ""value_per_100g"": 1.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001897_168835"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168835/nutrients"", ""value_for_portion"": 8.9, ""value_per_100g"": 8.9}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001897_168835"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168835/nutrients"", ""value_for_portion"": 2.8, ""value_per_100g"": 2.8}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001897_168835"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168835/nutrients"", ""value_for_portion"": 350.0, ""value_per_100g"": 350.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001897_168835"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168835/nutrients"", ""value_for_portion"": 4.6, ""value_per_100g"": 4.6}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001897_168835"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168835/nutrients"", ""value_for_portion"": 346.0, ""value_per_100g"": 346.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001897_168835"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168835/nutrients"", ""value_for_portion"": 34.82, ""value_per_100g"": 34.82}}"
EST_PANTRY_20260918_042_V1,FC000599,Cream,20,241.0,2.3,4.2,23.9,0.0,3.0,39.0,,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J007"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4241"", ""value_for_portion"": 4.2, ""value_per_100g"": 4.2}, ""cholesterol_mg_100g"": {""label"": ""Unknown"", ""source_name"": null, ""source_record_id"": null, ""source_url"": null, ""value_for_portion"": null, ""value_per_100g"": null}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J007"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4241"", ""value_for_portion"": 23.9, ""value_per_100g"": 23.9}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J007"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4241"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J007"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4241"", ""value_for_portion"": 241.0, ""value_per_100g"": 241.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J007"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4241"", ""value_for_portion"": 2.3, ""value_per_100g"": 2.3}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J007"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4241"", ""value_for_portion"": 39.0, ""value_per_100g"": 39.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J007"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4241"", ""value_for_portion"": 3.0, ""value_per_100g"": 3.0}}"
EST_PANTRY_20260918_043_V1,FC001232,"Beverages, coffee, brewed, espresso, restaurant-prepared",40,9.0,0.12,1.67,0.18,0.0,0.0,14.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 1.67, ""value_per_100g"": 1.67}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.18, ""value_per_100g"": 0.18}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 9.0, ""value_per_100g"": 9.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.12, ""value_per_100g"": 0.12}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 14.0, ""value_per_100g"": 14.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
